34071,Naylor Road Metrorail Station at Bus Bay H,38.849839,-76.956431
38101,Oxon Run Drive at Oxon Run Court,38.84827,-76.960991
38102,28th Parkway at Afton Street,38.846236,-76.961451
38103,28th Parkway at 27th Avenue,38.845794,-76.960554
38096,28th Parkway at Curtis Drive,38.844341,-76.957764
38095,28th Parkway at Duggan Street,38.842364,-76.95605
38093,Fairlawn Street at Colebrooke Drive,38.8415159858515,-76.949539855922
38108,Iverson Street at Iverson Mall,38.838577201929,-76.9490834064499
38090,28th Avenue at Keating Street,38.836761,-76.949415
38089,28th Avenue at Keith Street,38.835422,-76.948465
38111,28th Avenue at Kenton Place,38.834295,-76.947653
38112,28th Avenue at Saint Clair Drive,38.8328177228309,-76.9463721382848
38113,Olson Street at Norcross Street,38.830378,-76.948608
38114,Raleigh Road at Olson Street,38.827786,-76.950969
38115,Raleigh Road at Culver Street,38.826164,-76.951052
38116,Raleigh Road at Saint Barnabas Road,38.823858,-76.950355
38117,Temple Hill Road at Saint Barnabas Road,38.822902,-76.949924
38118,Temple Hill Road at Rickey Avenue,38.821453,-76.949997
38081,Rickey Avenue at 3420 Manor At Victoria Park,38.821668,-76.946673
33130,Temple Hill Road at Hagan Road,38.818136,-76.949697
38120,Temple Hill Road at Spring Terrace,38.815539,-76.946744
38194,Temple Hill Road at Fisher Road,38.814392,-76.946103
38121,Temple Hill Road at Portal Avenue,38.8141,-76.945061
38122,Temple Hill Road at Lambert Drive,38.813508,-76.941477
38123,Temple Hill Road at Opp Temple Hill Community Center,38.812817,-76.938172
38124,Temple Hill Road at Old Temple Hill Road,38.809781,-76.937275
38125,Temple Hill Road at Henderson Road,38.807369,-76.9365
38126,Temple Hill Road at Weldon Drive,38.805642,-76.934622
38127,Temple Hill Road at Old Temple Hill Road,38.803544,-76.932233
38128,Temple Hill Road at Lakeview Drive,38.801892,-76.930389
38070,Brinkley Road at Temple Hill Road,38.801213,-76.927454
38411,Brinkley Road at Summerhill Road,38.8018359754835,-76.9241713750239
37335,Brinkley Road at Opp. Shopton Place,38.802475,-76.921158
37336,Brinkley Road at Bushey Drive,38.802576,-76.919061
37337,Brinkley Road at Glen Oak Drive,38.802603,-76.916687
37338,Brinkley Road at Anderson Drive,38.801795,-76.913256
37033,Allentown Road at Brinkley Road,38.800861,-76.909906
33025,Allentown Road at Allentown Way,38.801707,-76.908979
37340,Allentown Road at Old Branch Avenue,38.8034407701188,-76.907188110267
37320,Old Branch Avenue at Allentown Way,38.801593,-76.905041
38129,Old Branch Avenue at 6811 Old Branch Avenue,38.795928,-76.900714
38130,Old Branch Avenue at Kirby Lane,38.786046,-76.897923
